h2_co_molar_ratio,inlet_temperature_c,inlet_pressure_bar_abs,catalyst_space_time_kg_s_mol_co,co_feed_mol_h,h2_feed_mol_h,n2_feed_mol_h,outlet_co_conversion_pct,outlet_ch4_yield_pct,outlet_pressure_bar_abs,pressure_drop_pa,status,terminal_event,solver_function_evaluations,message
1.8,280.0,2.0,35.099999999999994,0.32,0.5760000000000001,0.799,45.751772094271765,36.25454258915592,1.9999999828335302,0.0017166469770018011,completed,,175,The solver successfully reached the end of the integration interval.
2.2,280.0,2.0,35.099999999999994,0.32,0.7040000000000001,0.799,52.42042107461544,42.139367999754185,1.9999999815402392,0.001845976075856015,completed,,166,The solver successfully reached the end of the integration interval.
2.6,280.0,2.0,35.099999999999994,0.32,0.8320000000000001,0.799,57.42870148883099,46.89914159180948,1.9999999801772221,0.001982277783099562,completed,,161,The solver successfully reached the end of the integration interval.
2.9968749999999997,280.0,2.0,35.099999999999994,0.32,0.959,0.799,60.959266812085545,50.58077968225179,1.9999999787648481,0.002123515179846436,completed,,147,The solver successfully reached the end of the integration interval.
3.0,280.0,2.0,35.099999999999994,0.32,0.96,0.799,60.98205884823389,50.60596810972873,1.999999978753514,0.002124648599419743,completed,,147,The solver successfully reached the end of the integration interval.
3.4000000000000004,280.0,2.0,35.099999999999994,0.32,1.088,0.799,63.34630605089413,53.389464925062526,1.9999999772782604,0.0022721739660482854,completed,,123,The solver successfully reached the end of the integration interval.
3.8000000000000003,280.0,2.0,35.099999999999994,0.32,1.2160000000000002,0.799,64.78897349231846,55.4029927752831,1.999999975759723,0.002424027683446184,completed,,115,The solver successfully reached the end of the integration interval.
4.2,280.0,2.0,35.099999999999994,0.32,1.344,0.799,65.54357374976105,56.79686116070519,1.9999999742048136,0.0025795186520554125,completed,,146,The solver successfully reached the end of the integration interval.
4.6,280.0,2.0,35.099999999999994,0.32,1.472,0.799,65.79690279157987,57.703425242826015,1.9999999726190247,0.0027380975370761007,completed,,139,The solver successfully reached the end of the integration interval.
5.0,280.0,2.0,35.099999999999994,0.32,1.6,0.799,65.69066647386624,58.23188832826383,1.999999971006599,0.0028993400919716805,completed,,135,The solver successfully reached the end of the integration interval.
1.0,300.0,2.0,35.099999999999994,0.32,0.32,0.799,33.7948005802078,24.58128105477951,1.9999999849262304,0.0015073769609443843,completed,,249,The solver successfully reached the end of the integration interval.
1.4,300.0,2.0,35.099999999999994,0.32,0.44799999999999995,0.799,46.70286987175158,34.117866188986675,1.9999999838821172,0.0016117882914841175,completed,,246,The solver successfully reached the end of the integration interval.
1.8,300.0,2.0,35.099999999999994,0.32,0.5760000000000001,0.799,57.73579085713442,42.67045098301197,1.9999999827496797,0.0017250320233870298,completed,,232,The solver successfully reached the end of the integration interval.
2.2,300.0,2.0,35.099999999999994,0.32,0.7040000000000001,0.799,66.61353309715949,50.03870419640724,1.9999999815258183,0.0018474181706551462,completed,,188,The solver successfully reached the end of the integration interval.
2.6,300.0,2.0,35.099999999999994,0.32,0.8320000000000001,0.799,73.32992710483133,56.14115380884274,1.9999999802138615,0.001978613843675703,completed,,185,The solver successfully reached the end of the integration interval.
2.9968749999999997,300.0,2.0,35.099999999999994,0.32,0.959,0.799,78.08295171319321,60.98534070709939,1.9999999788329454,0.0021167054655961692,completed,,178,The solver successfully reached the end of the integration interval.
3.0,300.0,2.0,35.099999999999994,0.32,0.96,0.799,78.11373744230967,61.019011674195255,1.9999999788217857,0.0021178214228712022,completed,,178,The solver successfully reached the end of the integration interval.
3.4000000000000004,300.0,2.0,35.099999999999994,0.32,1.088,0.799,81.33189528519965,64.80919295476053,1.9999999773600525,0.0022639947419520468,completed,,148,The solver successfully reached the end of the integration interval.
3.8000000000000003,300.0,2.0,35.099999999999994,0.32,1.2160000000000002,0.799,83.37304560239383,67.69360205095822,1.9999999758394549,0.002416054514469579,completed,,142,The solver successfully reached the end of the integration interval.
